age,load,exp,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25
0.0,1b,wmc,1.173974911983337,0.9308990817012638,0.8088133348817544,0.7665309620043635,0.7765799117716783,0.8092124513695051,0.8307167437457835,0.8095991018797846,0.7259880962357645,0.5784282943119008,0.383591877429756,0.16873753794938573,-0.038898051907663544,-0.22035462667979233,-0.36778825918785485,-0.48244425303221666,-0.5704682384392484,-0.6391342126095958,-0.694670061000103,-0.7415754474888722,-0.7827895007469405,-0.8201313740994098,-0.8547077852872644,-0.8871983527401075
0.0,1b,wmv,1.1817849546229378,0.9399095369357504,0.8178409027033688,0.7749663163979749,0.7842784666670264,0.816455367212007,0.8382320600141564,0.8185966372694533,0.738056550695114,0.595167611149454,0.406056368297893,0.1969709907134444,-0.005958255902091245,-0.18455083331209665,-0.33118491271409634,-0.4468118244802969,-0.5369864216974517,-0.6083399017747517,-0.666574113544874,-0.7158484413888653,-0.7589413166244863,-0.7976463150494061,-0.8331263032003773,-0.8661533086250521
0.0,2b,wmc,1.1480129783378168,0.9095179062155663,0.7893952636894868,0.7482938020741616,0.7600794182030037,0.795813949797165,0.8218616597104217,0.8061395114046832,0.7279549827151187,0.5853293136300919,0.39493847910643864,0.18435307276415636,-0.018998101179425356,-0.19633361138830566,-0.3402585300573822,-0.4524283276544994,-0.5391129227383411,-0.6073904939113709,-0.6631112305124626,-0.7103927601354456,-0.7519025613122191,-0.7893264396215427,-0.8237464532764776,-0.8558787916366031
0.0,2b,wmv,1.133234973917662,0.8896660775255713,0.7672773078562194,0.7274068581637458,0.7434976268443839,0.7844990278465587,0.813501433969376,0.7955602102164824,0.7092404190882248,0.5545666791518143,0.35199820565266554,0.13276256468985695,-0.07376926094659753,-0.24901116734828413,-0.3872336661947774,-0.49216110877209834,-0.5717270894540112,-0.6339629421097231,-0.6850433788292706,-0.7290176629295112,-0.7683117818178526,-0.8043371466127617,-0.8379346426416074,-0.8696323813268152
1.0,1b,wmc,0.3272984600088009,0.15195381343364037,0.05300998144400757,0.007279738210142306,0.003719292109556229,0.0312625345174152,0.07397789637324642,0.110815970401853,0.11971110584025876,0.08438189598167799,0.00031642052250362797,-0.12361709014009127,-0.26908074886314015,-0.4155462395965346,-0.5470599496898862,-0.6555530196483415,-0.7402704218107612,-0.8049437074444684,-0.8547736843669311,-0.8944619299081906,-0.9274621365297985,-0.9560215302898902,-0.9815180064484259,-1.0047934189892056
1.0,1b,wmv,0.26343376741916474,0.08597659208027622,-0.013531475677998735,-0.05731637337060854,-0.05599349489441659,-0.02125533522883576,0.029108925743899734,0.07141307327365529,0.08133259116796536,0.04325524175949229,-0.05096368251109866,-0.18876262863517726,-0.34622451802161225,-0.5014897558568293,-0.6370273628917865,-0.7447969112589097,-0.8253904333526745,-0.8842874281114406,-0.9280870124335774,-0.9623059167754949,-0.9907428180304341,-1.0157080462766332,-1.0385000110271636,-1.0598198509425882
1.0,2b,wmc,0.3004182493182247,0.11731000558035455,0.011562170412914737,-0.04019914216005554,-0.04886616248779369,-0.025349253915695404,0.014333025355041565,0.04870093600193691,0.05512894183099351,0.0171301879221985,-0.06931118535217737,-0.19434873201153863,-0.33888403208343926,-0.48242232931123646,-0.6098017752499019,-0.713970552620651,-0.7948896679963068,-0.8565326545161823,-0.9040119888756096,-0.9418402991910827,-0.9733276570425132,-1.0006561830318892,-1.0251879130928934,-1.0477597730918664
1.0,2b,wmv,0.3196690678397464,0.1363668953073267,0.030207541932658934,-0.022932993984164,-0.034654764257526116,-0.01641882286020158,0.015750276514058904,0.04133219677459148,0.039741556351564206,-0.001985431283219045,-0.08966533700605431,-0.21124799726985705,-0.35124742862412694,-0.48990945488564835,-0.6122838555056317,-0.7125613084882939,-0.7911152188593099,-0.8517458249764941,-0.8992342648356717,-0.9377493536874941,-0.9703010752262865,-0.9988378976381402,-1.0245595589179202,-1.0482057737181232
